"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"25/04/2019","6.262,84","6.264,52","6.270,73","6.240,82","","-0,15%"
"24/04/2019","6.271,97","6.291,04","6.291,14","6.264,09","","-0,25%"
"23/04/2019","6.287,90","6.251,54","6.291,37","6.247,32","","0,61%"
"22/04/2019","6.250,06","6.244,54","6.252,63","6.234,26","","0,06%"
"19/04/2019","6.246,46","6.245,59","6.246,66","6.244,60","","0,01%"
"18/04/2019","6.246,01","6.246,68","6.249,98","6.225,55","","-0,03%"
"17/04/2019","6.247,82","6.252,02","6.274,83","6.239,44","","-0,09%"
"16/04/2019","6.253,69","6.245,55","6.266,23","6.244,08","","0,09%"
"15/04/2019","6.247,97","6.244,41","6.252,18","6.232,86","","0,10%"
"12/04/2019","6.241,90","6.204,94","6.245,72","6.202,47","","0,56%"
"11/04/2019","6.207,34","6.208,96","6.215,66","6.195,91","","-0,01%"
"10/04/2019","6.207,84","6.188,18","6.211,87","6.186,02","","0,23%"
"09/04/2019","6.193,53","6.219,17","6.229,52","6.186,39","","-0,43%"
"08/04/2019","6.220,54","6.213,05","6.221,54","6.199,16","","0,15%"
"05/04/2019","6.211,53","6.189,86","6.213,29","6.189,10","","0,34%"
"04/04/2019","6.190,56","6.190,76","6.195,52","6.173,50","","0,01%"
"03/04/2019","6.189,88","6.161,15","6.207,41","6.160,67","","0,53%"
"02/04/2019","6.157,16","6.153,62","6.163,49","6.143,42","","0,00%"
"01/04/2019","6.157,19","6.086,40","6.157,80","6.086,19","","1,14%"
"29/03/2019","6.087,54","6.048,58","6.087,59","6.048,45","","0,62%"
"28/03/2019","6.050,24","6.044,86","6.060,26","6.025,11","","0,07%"
"27/03/2019","6.045,83","6.065,23","6.081,51","6.017,87","","-0,33%"
"26/03/2019","6.065,68","6.020,90","6.084,62","6.020,32","","0,75%"
"25/03/2019","6.020,70","6.041,10","6.041,12","5.999,73","","-0,37%"
"22/03/2019","6.042,85","6.141,11","6.147,71","6.041,46","","-1,55%"
"21/03/2019","6.138,00","6.102,44","6.145,12","6.087,87","","0,76%"
"20/03/2019","6.091,52","6.115,68","6.132,36","6.077,25","","-0,44%"
"19/03/2019","6.118,56","6.097,18","6.148,47","6.094,21","","0,17%"
"18/03/2019","6.108,11","6.082,45","6.111,34","6.081,89","","0,44%"
"15/03/2019","6.081,46","6.044,67","6.092,52","6.044,51","","0,60%"
"14/03/2019","6.045,38","6.047,14","6.054,78","6.036,68","","0,05%"
"13/03/2019","6.042,16","6.007,71","6.055,53","5.999,48","","0,59%"
"12/03/2019","6.006,51","5.988,22","6.017,04","5.988,18","","0,42%"
"11/03/2019","5.981,10","5.912,82","5.984,90","5.910,71","","1,15%"
"08/03/2019","5.913,21","5.937,38","5.937,72","5.883,13","","-0,49%"
"07/03/2019","5.942,56","5.989,10","5.990,84","5.923,18","","-0,78%"
"06/03/2019","5.989,41","6.015,39","6.019,22","5.985,98","","-0,42%"
"05/03/2019","6.014,59","6.024,49","6.026,00","6.004,36","","-0,14%"
"04/03/2019","6.022,83","6.037,94","6.060,92","5.989,67","","-0,27%"
"01/03/2019","6.039,20","6.005,41","6.051,19","6.005,31","","0,51%"
"28/02/2019","6.008,62","6.022,73","6.024,64","6.003,31","","-0,27%"
"27/02/2019","6.025,07","6.028,01","6.030,61","5.997,19","","0,03%"
"26/02/2019","6.023,31","6.024,12","6.040,99","6.013,39","","0,00%"
"25/02/2019","6.023,29","6.010,05","6.048,66","6.010,01","","0,24%"
"22/02/2019","6.008,90","5.978,40","6.014,29","5.975,73","","0,46%"
"21/02/2019","5.981,17","5.996,95","6.001,50","5.964,26","","-0,28%"
"20/02/2019","5.997,79","5.977,33","6.004,90","5.977,19","","0,38%"
"19/02/2019","5.975,00","5.965,18","5.987,76","5.951,33","","0,16%"
"18/02/2019","5.965,32","5.952,73","5.969,12","5.952,73","","0,29%"
"15/02/2019","5.947,89","5.896,62","5.953,57","5.887,45","","0,93%"
"14/02/2019","5.892,96","5.900,89","5.913,09","5.876,47","","-0,22%"
"13/02/2019","5.905,88","5.886,48","5.921,26","5.886,42","","0,39%"
"12/02/2019","5.883,21","5.815,15","5.891,05","5.814,41","","1,17%"
"11/02/2019","5.815,31","5.811,41","5.829,34","5.807,48","","0,05%"
"08/02/2019","5.812,22","5.826,80","5.826,80","5.776,21","","-0,30%"
"07/02/2019","5.829,80","5.883,98","5.885,28","5.802,37","","-0,98%"
"06/02/2019","5.887,45","5.899,33","5.902,72","5.877,66","","-0,20%"
"05/02/2019","5.899,39","5.860,87","5.901,22","5.860,67","","0,67%"
"04/02/2019","5.860,26","5.834,81","5.860,58","5.819,38","","0,41%"
"01/02/2019","5.836,58","5.829,92","5.847,43","5.821,79","","0,06%"
"31/01/2019","5.833,22","5.791,79","5.836,67","5.791,73","","0,89%"
"30/01/2019","5.781,75","5.719,66","5.806,24","5.717,72","","1,08%"
"29/01/2019","5.719,83","5.717,49","5.738,85","5.708,23","","0,02%"
"28/01/2019","5.718,57","5.758,31","5.759,78","5.691,89","","-0,63%"
"25/01/2019","5.755,02","5.697,84","5.764,81","5.697,47","","0,94%"
"24/01/2019","5.701,38","5.693,92","5.707,16","5.675,75","","0,16%"
"23/01/2019","5.692,42","5.688,70","5.715,96","5.659,75","","0,07%"
"22/01/2019","5.688,52","5.751,68","5.752,71","5.667,88","","-1,09%"
"21/01/2019","5.751,49","5.749,62","5.756,20","5.747,06","","0,00%"
"18/01/2019","5.751,28","5.681,69","5.755,61","5.681,68","","1,27%"
"17/01/2019","5.678,92","5.651,68","5.694,60","5.634,30","","0,47%"
"16/01/2019","5.652,35","5.642,47","5.665,22","5.636,66","","0,15%"
"15/01/2019","5.643,99","5.598,57","5.645,07","5.596,21","","0,80%"
"14/01/2019","5.599,44","5.624,35","5.626,14","5.579,74","","-0,45%"
"11/01/2019","5.624,98","5.622,43","5.637,10","5.593,46","","-0,03%"
"10/01/2019","5.626,48","5.611,75","5.626,48","5.571,59","","0,36%"
"09/01/2019","5.606,42","5.561,43","5.624,08","5.561,38","","0,80%"
"08/01/2019","5.561,92","5.517,16","5.574,39","5.515,19","","0,84%"
"07/01/2019","5.515,79","5.470,80","5.538,60","5.470,62","","0,82%"
"04/01/2019","5.471,03","5.325,96","5.477,47","5.309,30","","2,75%"
"03/01/2019","5.324,49","5.409,93","5.415,22","5.323,14","","-1,48%"
"02/01/2019","5.404,22","5.415,65","5.417,30","5.337,41","","-0,15%"
"01/01/2019","5.412,19","5.416,46","5.420,36","5.412,19","","0,00%"
"31/12/2018","5.412,12","5.375,77","5.415,45","5.374,25","","0,71%"
"28/12/2018","5.374,16","5.350,74","5.421,79","5.347,61","","0,47%"
"27/12/2018","5.349,15","5.307,75","5.351,65","5.229,89","","0,64%"
"26/12/2018","5.315,02","5.157,83","5.315,02","5.152,16","","3,10%"
"25/12/2018","5.155,17","5.176,19","5.176,19","5.151,61","","-0,43%"
"24/12/2018","5.177,20","5.263,42","5.267,08","5.176,01","","-1,74%"
"21/12/2018","5.268,94","5.353,96","5.388,71","5.251,02","","-1,50%"
"20/12/2018","5.348,92","5.428,36","5.429,52","5.322,86","","-1,58%"
"19/12/2018","5.434,64","5.479,98","5.541,59","5.419,60","","-0,81%"
"18/12/2018","5.478,77","5.496,54","5.526,88","5.456,97","","-0,31%"
"17/12/2018","5.495,95","5.577,92","5.581,92","5.477,75","","-1,45%"
"14/12/2018","5.576,77","5.669,71","5.670,12","5.569,64","","-1,61%"
"13/12/2018","5.667,93","5.670,49","5.701,87","5.652,93","","-0,06%"
"12/12/2018","5.671,58","5.609,38","5.718,49","5.609,37","","1,09%"
"11/12/2018","5.610,61","5.603,85","5.675,86","5.591,07","","0,10%"
"10/12/2018","5.605,26","5.639,20","5.639,68","5.532,81","","-0,63%"
"07/12/2018","5.640,84","5.712,65","5.758,70","5.629,14","","-1,28%"
"06/12/2018","5.713,87","5.764,75","5.765,01","5.610,60","","-0,87%"
"05/12/2018","5.763,99","5.786,08","5.786,15","5.762,38","","-0,41%"
"04/12/2018","5.787,67","5.930,06","5.930,24","5.782,96","","-2,40%"
"03/12/2018","5.930,03","5.859,50","5.947,21","5.858,89","","1,24%"
"30/11/2018","5.857,52","5.837,77","5.857,79","5.821,02","","0,33%"
"29/11/2018","5.838,42","5.837,19","5.860,16","5.815,84","","0,26%"
"28/11/2018","5.823,03","5.737,69","5.837,20","5.736,10","","1,49%"
"27/11/2018","5.737,60","5.734,10","5.741,20","5.702,78","","0,05%"
"26/11/2018","5.734,86","5.664,62","5.736,22","5.661,92","","1,23%"
"23/11/2018","5.665,41","5.691,44","5.696,54","5.659,53","","-0,45%"
"22/11/2018","5.690,89","5.692,93","5.700,25","5.687,71","","-0,03%"
"21/11/2018","5.692,35","5.662,54","5.722,12","5.654,08","","0,40%"
"20/11/2018","5.669,64","5.763,34","5.763,78","5.646,90","","-1,62%"
"19/11/2018","5.763,19","5.828,62","5.841,17","5.750,92","","-1,09%"
"16/11/2018","5.826,51","5.810,02","5.840,23","5.789,85","","0,27%"
"15/11/2018","5.810,65","5.778,96","5.820,39","5.723,65","","0,58%"
"14/11/2018","5.777,11","5.812,27","5.848,61","5.756,06","","-0,55%"
"13/11/2018","5.808,95","5.810,21","5.855,54","5.794,39","","-0,10%"
"12/11/2018","5.814,52","5.905,93","5.909,92","5.807,54","","-1,67%"
"09/11/2018","5.913,01","5.959,10","5.960,30","5.886,39","","-0,92%"
"08/11/2018","5.967,86","5.967,25","5.986,68","5.943,45","","-0,06%"
"07/11/2018","5.971,55","5.875,22","5.971,55","5.874,49","","1,65%"
"06/11/2018","5.874,68","5.847,48","5.876,10","5.847,31","","0,49%"
"05/11/2018","5.845,90","5.836,02","5.855,37","5.819,49","","0,20%"
"02/11/2018","5.834,41","5.848,92","5.895,83","5.804,41","","-0,20%"
"01/11/2018","5.846,30","5.790,10","5.852,06","5.787,28","","0,94%"
"31/10/2018","5.791,72","5.717,30","5.822,56","5.717,07","","1,25%"
"30/10/2018","5.720,48","5.657,12","5.721,29","5.647,50","","1,09%"
"29/10/2018","5.658,58","5.677,79","5.758,33","5.608,73","","-0,31%"
"26/10/2018","5.676,24","5.747,57","5.752,04","5.620,46","","-1,21%"
"25/10/2018","5.746,04","5.695,42","5.768,62","5.665,19","","0,89%"
"24/10/2018","5.695,41","5.825,51","5.831,52","5.692,04","","-2,22%"
"23/10/2018","5.824,91","5.880,47","5.880,58","5.754,15","","-0,95%"
"22/10/2018","5.880,76","5.907,45","5.920,53","5.872,08","","-0,43%"
"19/10/2018","5.906,19","5.907,88","5.951,81","5.896,29","","-0,10%"
"18/10/2018","5.912,18","5.977,27","5.984,21","5.892,00","","-1,19%"
"17/10/2018","5.983,50","5.987,04","6.003,49","5.943,05","","-0,08%"
"16/10/2018","5.988,26","5.885,06","5.990,78","5.882,28","","1,76%"
"15/10/2018","5.884,82","5.906,10","5.917,85","5.876,48","","-0,40%"
"12/10/2018","5.908,58","5.859,50","5.927,39","5.854,29","","0,91%"
"11/10/2018","5.855,38","5.981,10","5.981,10","5.841,35","","-2,11%"
"10/10/2018","5.981,29","6.128,24","6.132,61","5.978,68","","-2,31%"
"09/10/2018","6.122,52","6.138,77","6.145,58","6.104,81","","-0,22%"
"08/10/2018","6.136,26","6.160,24","6.160,30","6.107,75","","-0,36%"
"05/10/2018","6.158,65","6.196,17","6.197,29","6.136,58","","-0,65%"
"04/10/2018","6.198,70","6.240,49","6.244,97","6.171,24","","-0,82%"
"03/10/2018","6.249,81","6.249,11","6.270,38","6.239,37","","0,00%"
"02/10/2018","6.249,78","6.262,28","6.268,47","6.239,77","","-0,21%"
"01/10/2018","6.262,76","6.249,51","6.284,78","6.243,61","","0,19%"
"28/09/2018","6.250,70","6.264,03","6.269,20","6.239,26","","-0,21%"
"27/09/2018","6.264,01","6.264,28","6.281,74","6.244,92","","-0,02%"
"26/09/2018","6.264,96","6.273,93","6.302,49","6.263,47","","-0,16%"
"25/09/2018","6.275,22","6.266,03","6.287,63","6.264,99","","0,06%"
"24/09/2018","6.271,44","6.289,46","6.289,66","6.260,64","","-0,32%"
"21/09/2018","6.291,27","6.284,42","6.302,59","6.284,33","","0,20%"
"20/09/2018","6.278,79","6.230,12","6.287,21","6.227,39","","0,83%"
"19/09/2018","6.227,27","6.217,10","6.235,80","6.216,04","","0,25%"
"18/09/2018","6.211,49","6.175,24","6.217,95","6.175,24","","0,55%"
"17/09/2018","6.177,73","6.191,44","6.200,74","6.174,70","","-0,28%"
"14/09/2018","6.194,97","6.187,60","6.202,14","6.179,63","","0,19%"
"13/09/2018","6.183,39","6.157,35","6.195,63","6.157,26","","0,48%"
"12/09/2018","6.153,86","6.142,43","6.161,83","6.133,90","","0,24%"
"11/09/2018","6.139,43","6.124,35","6.145,04","6.102,78","","0,24%"
"10/09/2018","6.124,78","6.106,59","6.140,75","6.103,18","","0,24%"
"07/09/2018","6.110,27","6.127,20","6.129,48","6.093,18","","-0,30%"
"06/09/2018","6.128,36","6.150,00","6.157,92","6.113,53","","-0,38%"
"05/09/2018","6.151,72","6.181,84","6.181,94","6.134,65","","-0,46%"
"04/09/2018","6.180,32","6.208,04","6.208,04","6.161,82","","-0,48%"
"03/09/2018","6.210,25","6.207,16","6.210,25","6.203,62","","-0,09%"
"31/08/2018","6.216,09","6.231,78","6.235,74","6.196,99","","-0,27%"
"30/08/2018","6.233,04","6.265,21","6.265,81","6.226,20","","-0,41%"
"29/08/2018","6.258,71","6.233,55","6.265,48","6.229,14","","0,38%"
"28/08/2018","6.234,72","6.231,46","6.249,32","6.227,29","","0,12%"
"27/08/2018","6.227,26","6.178,29","6.231,85","6.177,47","","0,85%"
"24/08/2018","6.174,50","6.135,88","6.177,77","6.133,35","","0,58%"
"23/08/2018","6.139,02","6.157,26","6.157,49","6.130,08","","-0,31%"
"22/08/2018","6.157,82","6.154,22","6.167,25","6.150,53","","0,20%"
"21/08/2018","6.145,65","6.134,36","6.167,03","6.132,48","","0,31%"
"20/08/2018","6.126,62","6.107,43","6.135,14","6.105,51","","0,34%"
"17/08/2018","6.105,91","6.084,48","6.116,20","6.075,94","","0,34%"
"16/08/2018","6.085,45","6.038,97","6.096,93","6.033,47","","0,75%"
"15/08/2018","6.040,01","6.096,78","6.096,86","6.014,56","","-1,00%"
"14/08/2018","6.100,72","6.073,67","6.104,83","6.072,83","","0,47%"
"13/08/2018","6.072,04","6.099,09","6.104,78","6.065,64","","-0,58%"
"10/08/2018","6.107,31","6.167,63","6.167,71","6.093,59","","-1,09%"
"09/08/2018","6.174,56","6.179,24","6.187,77","6.166,43","","-0,07%"
"08/08/2018","6.178,88","6.180,84","6.187,53","6.167,91","","-0,03%"
"07/08/2018","6.180,69","6.153,56","6.192,23","6.153,45","","0,44%"
"06/08/2018","6.153,51","6.144,27","6.157,32","6.128,68","","0,10%"
"03/08/2018","6.147,56","6.121,79","6.147,56","6.116,85","","0,37%"
"02/08/2018","6.124,92","6.129,69","6.130,51","6.082,68","","-0,07%"
"01/08/2018","6.129,49","6.141,44","6.150,63","6.121,31","","-0,17%"
"31/07/2018","6.140,12","6.124,37","6.151,29","6.118,61","","0,23%"
"30/07/2018","6.126,08","6.146,41","6.151,77","6.120,14","","-0,36%"
"27/07/2018","6.148,06","6.163,55","6.182,09","6.134,12","","-0,27%"
"26/07/2018","6.164,62","6.177,24","6.183,87","6.159,64","","0,01%"
"25/07/2018","6.163,83","6.132,62","6.174,32","6.124,02","","0,50%"
"24/07/2018","6.133,24","6.100,95","6.152,87","6.097,52","","0,55%"
"23/07/2018","6.099,91","6.104,04","6.108,11","6.083,15","","0,01%"
"20/07/2018","6.099,01","6.092,62","6.111,57","6.084,61","","0,20%"
"19/07/2018","6.086,56","6.111,06","6.115,37","6.077,28","","-0,34%"
"18/07/2018","6.107,40","6.094,95","6.111,19","6.087,88","","0,19%"
"17/07/2018","6.095,73","6.082,03","6.098,51","6.064,79","","0,25%"
"16/07/2018","6.080,42","6.087,41","6.092,32","6.073,48","","-0,08%"
"13/07/2018","6.085,45","6.073,53","6.090,37","6.067,10","","0,18%"
"12/07/2018","6.074,78","6.026,85","6.074,78","6.026,28","","0,65%"
"11/07/2018","6.035,84","6.085,95","6.086,64","6.020,10","","-0,87%"
"10/07/2018","6.088,78","6.076,57","6.092,95","6.069,92","","0,22%"
"09/07/2018","6.075,24","6.026,56","6.075,24","6.026,48","","0,84%"
"06/07/2018","6.024,82","5.976,12","6.029,26","5.974,17","","0,84%"
"05/07/2018","5.974,62","5.935,33","5.974,62","5.929,21","","0,68%"
"04/07/2018","5.934,04","5.935,04","5.939,58","5.929,94","","0,01%"
"03/07/2018","5.933,65","5.938,24","5.969,38","5.930,59","","0,00%"
"02/07/2018","5.933,68","5.953,84","5.954,48","5.896,86","","-0,34%"
"29/06/2018","5.954,15","5.925,20","5.990,56","5.921,23","","0,47%"
"28/06/2018","5.926,24","5.910,59","5.933,46","5.888,71","","0,18%"
"27/06/2018","5.915,69","5.947,13","5.985,57","5.910,27","","-0,57%"
"26/06/2018","5.949,52","5.940,86","5.959,49","5.936,02","","0,14%"
"25/06/2018","5.941,48","6.028,60","6.028,95","5.921,08","","-1,39%"
"22/06/2018","6.024,96","5.994,23","6.039,49","5.993,71","","0,43%"
"21/06/2018","5.999,32","6.029,75","6.033,78","5.993,24","","-0,55%"
"20/06/2018","6.032,48","6.016,36","6.044,21","6.011,64","","0,30%"
"19/06/2018","6.014,43","6.055,69","6.058,90","5.984,20","","-0,67%"
"18/06/2018","6.055,15","6.073,60","6.073,60","6.026,35","","-0,39%"
"15/06/2018","6.078,74","6.089,84","6.094,59","6.055,91","","-0,36%"
"14/06/2018","6.100,89","6.094,92","6.107,46","6.083,76","","0,10%"
"13/06/2018","6.094,60","6.105,17","6.119,74","6.087,56","","-0,24%"
"12/06/2018","6.109,04","6.104,09","6.115,66","6.094,29","","0,06%"
"11/06/2018","6.105,60","6.087,75","6.114,13","6.086,73","","0,31%"
"08/06/2018","6.086,92","6.083,15","6.087,60","6.061,09","","0,01%"
"07/06/2018","6.086,25","6.084,06","6.101,78","6.072,10","","0,06%"
"06/06/2018","6.082,74","6.041,46","6.082,74","6.040,37","","0,82%"
"05/06/2018","6.033,14","6.039,83","6.044,33","6.023,31","","-0,11%"
"04/06/2018","6.039,91","6.009,07","6.048,45","6.009,05","","0,60%"
"01/06/2018","6.003,66","5.955,36","6.007,74","5.951,21","","0,78%"
"31/05/2018","5.956,99","5.985,23","5.999,98","5.949,10","","-0,34%"
"30/05/2018","5.977,27","5.922,02","5.987,00","5.912,28","","0,84%"
"29/05/2018","5.927,37","5.994,85","5.997,47","5.910,51","","-1,13%"
"28/05/2018","5.994,93","6.004,65","6.014,78","5.993,58","","-0,16%"
"25/05/2018","6.004,70","6.020,98","6.028,65","5.996,24","","-0,32%"
"24/05/2018","6.024,05","6.038,99","6.043,98","5.993,39","","-0,24%"
"23/05/2018","6.038,38","6.055,32","6.055,96","6.003,38","","-0,27%"
"22/05/2018","6.054,84","6.065,77","6.083,51","6.052,20","","-0,08%"
"21/05/2018","6.059,84","6.029,34","6.069,14","6.022,83","","0,48%"
"18/05/2018","6.030,80","6.043,60","6.048,27","6.022,08","","-0,20%"
"17/05/2018","6.043,15","6.040,69","6.058,78","6.029,55","","0,15%"
"16/05/2018","6.034,19","6.021,60","6.044,37","6.014,27","","0,15%"
"15/05/2018","6.024,90","6.064,80","6.066,75","6.006,72","","-0,74%"
"14/05/2018","6.070,04","6.057,63","6.085,65","6.057,01","","0,21%"
"11/05/2018","6.057,47","6.038,93","6.065,62","6.038,93","","0,42%"
"10/05/2018","6.031,92","5.990,18","6.043,37","5.989,11","","0,69%"
"09/05/2018","5.990,55","5.950,55","5.995,51","5.940,52","","0,71%"
"08/05/2018","5.948,09","5.955,53","5.959,64","5.928,32","","-0,08%"
"07/05/2018","5.952,97","5.934,09","5.968,86","5.930,34","","0,37%"
"04/05/2018","5.930,90","5.883,59","5.944,34","5.857,72","","0,89%"
"03/05/2018","5.878,65","5.891,51","5.899,67","5.829,60","","-0,23%"
"02/05/2018","5.892,47","5.913,39","5.933,79","5.885,11","","-0,33%"
"01/05/2018","5.912,24","5.918,80","5.919,40","5.877,19","","-0,13%"
"30/04/2018","5.919,89","5.947,14","5.964,99","5.918,86","","-0,44%"
"27/04/2018","5.946,23","5.936,98","5.954,45","5.927,51","","0,19%"
"26/04/2018","5.935,23","5.891,72","5.946,23","5.889,40","","0,77%"
"25/04/2018","5.889,72","5.903,99","5.904,07","5.851,71","","-0,21%"
"24/04/2018","5.902,40","5.946,70","5.969,26","5.885,52","","-0,74%"
"23/04/2018","5.946,42","5.950,82","5.962,58","5.928,23","","-0,11%"
"20/04/2018","5.953,24","5.990,19","5.992,21","5.940,80","","-0,76%"
"19/04/2018","5.998,74","6.020,52","6.024,88","5.978,50","","-0,35%"
"18/04/2018","6.020,08","6.002,54","6.032,10","6.002,28","","0,35%"
"17/04/2018","5.999,25","5.953,86","6.010,97","5.952,44","","0,79%"
"16/04/2018","5.951,98","5.921,19","5.964,85","5.921,12","","0,54%"
"13/04/2018","5.920,25","5.929,67","5.956,39","5.907,24","","-0,09%"
"12/04/2018","5.925,33","5.898,60","5.940,79","5.889,30","","0,41%"
"11/04/2018","5.901,16","5.924,91","5.925,49","5.894,53","","-0,36%"
"10/04/2018","5.922,26","5.841,62","5.934,66","5.841,11","","1,41%"
"09/04/2018","5.840,14","5.816,49","5.896,15","5.815,66","","0,42%"
"06/04/2018","5.815,52","5.896,59","5.899,19","5.794,65","","-1,32%"
"05/04/2018","5.893,29","5.841,34","5.906,03","5.839,48","","0,95%"
"04/04/2018","5.837,57","5.804,97","5.842,87","5.740,43","","0,62%"
"03/04/2018","5.801,79","5.767,28","5.807,79","5.746,84","","0,51%"
"02/04/2018","5.772,59","5.854,59","5.858,94","5.737,50","","-1,37%"
"30/03/2018","5.852,64","5.853,13","5.857,00","5.851,59","","0,06%"
"29/03/2018","5.848,91","5.790,07","5.872,30","5.789,50","","0,88%"
"28/03/2018","5.798,05","5.818,30","5.832,12","5.773,24","","-0,30%"
"27/03/2018","5.815,39","5.854,23","5.900,83","5.796,08","","-0,65%"
"26/03/2018","5.853,53","5.761,52","5.857,24","5.754,32","","1,60%"
"23/03/2018","5.761,30","5.867,65","5.867,65","5.759,27","","-1,75%"
"22/03/2018","5.863,85","5.978,00","5.986,34","5.862,47","","-1,71%"
"21/03/2018","5.965,68","5.967,48","6.007,18","5.965,08","","-0,07%"
"20/03/2018","5.970,10","5.967,63","5.978,96","5.959,79","","0,03%"
"19/03/2018","5.968,58","6.036,94","6.037,67","5.945,77","","-1,10%"
"16/03/2018","6.035,19","6.029,74","6.050,77","6.026,96","","0,04%"
"15/03/2018","6.032,67","6.035,48","6.058,23","6.023,94","","-0,04%"
"14/03/2018","6.034,97","6.061,56","6.080,70","6.030,23","","-0,46%"
"13/03/2018","6.062,68","6.091,65","6.118,44","6.052,60","","-0,45%"
"12/03/2018","6.089,78","6.075,85","6.108,57","6.075,85","","0,23%"
"09/03/2018","6.075,76","6.005,84","6.075,77","6.002,96","","1,13%"
"08/03/2018","6.007,64","5.980,94","6.008,69","5.980,94","","0,46%"
"07/03/2018","5.979,89","5.988,26","5.989,30","5.946,78","","-0,08%"
"06/03/2018","5.984,69","5.951,22","5.992,86","5.951,13","","0,54%"
"05/03/2018","5.952,26","5.908,41","5.959,62","5.879,94","","0,80%"
"02/03/2018","5.904,88","5.919,08","5.919,11","5.846,62","","0,00%"
"01/03/2018","5.904,94","5.981,30","5.982,48","5.885,21","","-1,31%"
"28/02/2018","5.983,05","6.047,61","6.057,15","5.982,00","","-1,05%"
"27/02/2018","6.046,44","6.102,90","6.116,53","6.046,29","","-0,88%"
"26/02/2018","6.099,82","6.044,17","6.104,58","6.043,89","","0,89%"
"23/02/2018","6.046,20","5.981,83","6.046,20","5.978,24","","1,12%"
"22/02/2018","5.978,95","5.973,70","6.018,23","5.955,82","","-0,03%"
"21/02/2018","5.980,88","5.999,37","6.046,16","5.975,21","","-0,37%"
"20/02/2018","6.002,89","6.030,59","6.032,18","5.988,40","","-0,45%"
"19/02/2018","6.030,08","6.031,01","6.045,14","6.027,78","","-0,09%"
"16/02/2018","6.035,59","6.020,85","6.064,14","6.018,49","","0,33%"
"15/02/2018","6.015,68","5.949,58","6.021,40","5.949,45","","1,22%"
"14/02/2018","5.942,95","5.868,66","5.952,55","5.848,61","","1,23%"
"13/02/2018","5.870,69","5.859,74","5.877,41","5.838,35","","0,23%"
"12/02/2018","5.857,02","5.786,84","5.881,76","5.785,43","","1,22%"
"09/02/2018","5.786,35","5.768,19","5.810,93","5.669,85","","0,30%"
"08/02/2018","5.768,99","5.921,71","5.931,78","5.767,60","","-2,66%"
"07/02/2018","5.926,73","5.924,50","5.991,53","5.921,37","","0,11%"
"06/02/2018","5.920,37","5.931,91","5.931,91","5.795,42","","-0,22%"
"05/02/2018","5.933,59","6.122,01","6.124,15","5.925,16","","-3,13%"
"02/02/2018","6.125,12","6.244,41","6.246,10","6.124,82","","-1,85%"
"01/02/2018","6.240,56","6.235,66","6.258,25","6.227,51","","-0,02%"
"31/01/2018","6.241,62","6.243,97","6.265,28","6.219,41","","-0,04%"
"30/01/2018","6.243,91","6.302,04","6.302,41","6.238,91","","-0,89%"
"29/01/2018","6.300,26","6.339,77","6.343,69","6.300,06","","-0,65%"
"26/01/2018","6.341,53","6.275,28","6.341,53","6.275,28","","0,65%"
"25/01/2018","6.300,46","6.296,47","6.315,02","6.267,03","","0,09%"
"24/01/2018","6.294,58","6.288,58","6.323,33","6.279,89","","0,10%"
"23/01/2018","6.288,11","6.262,66","6.291,49","6.262,30","","0,41%"
"22/01/2018","6.262,52","6.227,35","6.262,66","6.220,47","","0,62%"
"19/01/2018","6.223,97","6.195,32","6.223,97","6.194,25","","0,49%"
"18/01/2018","6.193,80","6.192,52","6.204,99","6.187,65","","-0,14%"
"17/01/2018","6.202,46","6.172,83","6.210,23","6.161,88","","0,53%"
"16/01/2018","6.169,90","6.184,32","6.211,10","6.165,27","","-0,25%"
"15/01/2018","6.185,50","6.171,11","6.187,65","6.169,05","","0,40%"
"12/01/2018","6.161,14","6.124,06","6.170,38","6.119,79","","0,62%"
"11/01/2018","6.122,97","6.091,35","6.123,78","6.083,62","","0,44%"
"10/01/2018","6.096,00","6.094,52","6.105,35","6.077,51","","0,02%"
"09/01/2018","6.094,56","6.081,15","6.105,21","6.081,15","","0,19%"
"08/01/2018","6.082,96","6.080,17","6.082,96","6.068,34","","0,06%"
"05/01/2018","6.079,08","6.040,74","6.080,35","6.040,70","","0,65%"
"04/01/2018","6.040,05","5.989,88","6.048,57","5.989,20","","0,81%"
"03/01/2018","5.991,29","5.964,82","5.992,86","5.962,35","","0,45%"
"02/01/2018","5.964,19","5.928,21","5.965,89","5.926,48","","0,60%"
"01/01/2018","5.928,65","5.925,49","5.928,65","5.925,49","","0,00%"
"29/12/2017","5.928,59","5.938,57","5.953,88","5.925,77","","-0,16%"
"28/12/2017","5.938,06","5.928,11","5.955,78","5.927,46","","0,20%"
"27/12/2017","5.926,43","5.915,21","5.931,65","5.914,80","","0,20%"
"26/12/2017","5.914,67","5.919,96","5.920,46","5.911,90","","-0,03%"
"25/12/2017","5.916,33","5.917,72","5.921,73","5.916,33","","0,02%"
"22/12/2017","5.915,34","5.921,06","5.922,86","5.909,56","","-0,06%"
"21/12/2017","5.918,65","5.901,82","5.930,33","5.895,21","","0,25%"
"20/12/2017","5.903,60","5.910,58","5.921,72","5.899,67","","-0,04%"
"19/12/2017","5.905,77","5.923,44","5.929,31","5.905,77","","-0,36%"
