"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"18/03/2022","9.114,82","9.023,68","9.121,24","8.978,58","","0,98%"
"17/03/2022","9.026,09","8.893,08","9.026,09","8.885,82","","1,55%"
"16/03/2022","8.888,15","8.677,41","8.897,82","8.677,06","","2,46%"
"15/03/2022","8.674,37","8.545,61","8.682,69","8.520,67","","1,40%"
"14/03/2022","8.554,97","8.585,59","8.673,31","8.532,42","","-0,47%"
"11/03/2022","8.594,98","8.685,03","8.739,44","8.582,76","","-1,09%"
"10/03/2022","8.689,93","8.720,90","8.749,46","8.609,84","","-0,33%"
"09/03/2022","8.718,64","8.463,75","8.751,14","8.462,53","","3,02%"
"08/03/2022","8.463,45","8.524,36","8.624,09","8.446,88","","-0,76%"
"07/03/2022","8.528,65","8.763,21","8.763,43","8.525,81","","-2,66%"
"04/03/2022","8.761,28","8.901,72","8.901,94","8.700,50","","-1,56%"
"03/03/2022","8.899,83","8.977,22","9.011,69","8.870,76","","-0,73%"
"02/03/2022","8.964,87","8.858,23","8.995,68","8.826,19","","1,15%"
"01/03/2022","8.863,33","9.011,28","9.015,13","8.819,81","","-1,58%"
"28/02/2022","9.005,83","9.001,90","9.028,41","8.913,81","","-0,07%"
"25/02/2022","9.011,99","8.802,18","9.016,54","8.800,71","","2,56%"
"24/02/2022","8.786,73","8.787,00","8.809,72","8.542,27","","-0,08%"
"23/02/2022","8.794,16","8.913,65","8.983,97","8.785,59","","-1,37%"
"22/02/2022","8.915,95","8.991,29","9.007,28","8.858,57","","-0,88%"
"21/02/2022","8.995,11","9.009,78","9.032,91","8.983,43","","-0,26%"
"18/02/2022","9.018,24","9.092,83","9.102,52","8.987,02","","-0,84%"
"17/02/2022","9.094,68","9.250,79","9.254,17","9.085,61","","-1,66%"
"16/02/2022","9.248,26","9.231,69","9.270,84","9.184,33","","0,21%"
"15/02/2022","9.229,11","9.100,91","9.234,24","9.088,59","","1,43%"
"14/02/2022","9.099,24","9.174,39","9.178,43","9.048,96","","-0,91%"
"11/02/2022","9.182,44","9.319,36","9.344,31","9.150,05","","-1,57%"
"10/02/2022","9.329,28","9.441,02","9.463,74","9.291,53","","-1,18%"
"09/02/2022","9.440,31","9.295,55","9.442,05","9.295,38","","1,56%"
"08/02/2022","9.295,39","9.245,63","9.310,59","9.204,00","","0,58%"
"07/02/2022","9.241,89","9.247,80","9.297,81","9.224,13","","-0,07%"
"04/02/2022","9.247,91","9.219,03","9.306,19","9.172,65","","0,30%"
"03/02/2022","9.219,99","9.406,71","9.406,71","9.210,86","","-1,97%"
"02/02/2022","9.405,06","9.330,87","9.415,92","9.330,71","","0,88%"
"01/02/2022","9.322,80","9.244,32","9.331,04","9.218,44","","0,90%"
"31/01/2022","9.239,51","9.074,49","9.246,73","9.070,41","","1,78%"
"28/01/2022","9.078,01","8.925,11","9.078,01","8.857,20","","1,71%"
"27/01/2022","8.925,59","8.989,26","9.085,25","8.902,81","","-0,81%"
"26/01/2022","8.998,89","8.990,82","9.157,95","8.927,20","","0,14%"
"25/01/2022","8.986,11","9.076,18","9.079,78","8.875,94","","-1,00%"
"24/01/2022","9.076,63","9.131,84","9.132,21","8.794,34","","-0,64%"
"21/01/2022","9.135,49","9.297,42","9.297,61","9.128,87","","-1,85%"
"20/01/2022","9.308,04","9.356,31","9.485,18","9.289,05","","-0,52%"
"19/01/2022","9.357,04","9.427,48","9.481,75","9.354,72","","-0,82%"
"18/01/2022","9.434,25","9.591,66","9.600,22","9.419,82","","-1,64%"
"17/01/2022","9.591,16","9.576,51","9.593,67","9.574,13","","0,10%"
"14/01/2022","9.581,89","9.602,26","9.602,61","9.502,63","","-0,28%"
"13/01/2022","9.608,97","9.710,23","9.743,09","9.593,49","","-0,99%"
"12/01/2022","9.705,28","9.650,03","9.741,20","9.649,74","","0,65%"
"11/01/2022","9.642,28","9.560,51","9.650,27","9.523,58","","0,86%"
"10/01/2022","9.559,99","9.597,83","9.599,47","9.420,42","","-0,36%"
"07/01/2022","9.594,40","9.615,16","9.642,84","9.563,35","","-0,21%"
"06/01/2022","9.614,79","9.658,75","9.659,78","9.568,60","","-0,57%"
"05/01/2022","9.669,99","9.802,01","9.817,17","9.660,39","","-1,38%"
"04/01/2022","9.805,75","9.787,36","9.846,64","9.767,66","","0,21%"
"03/01/2022","9.785,23","9.752,67","9.792,17","9.732,16","","0,30%"
"31/12/2021","9.755,69","9.772,64","9.784,11","9.755,09","","-0,16%"
"30/12/2021","9.771,51","9.791,35","9.816,43","9.767,65","","-0,20%"
"29/12/2021","9.791,33","9.778,24","9.803,50","9.764,87","","0,15%"
"28/12/2021","9.776,60","9.778,93","9.812,46","9.769,63","","0,05%"
"27/12/2021","9.771,82","9.676,99","9.773,61","9.671,31","","0,96%"
"24/12/2021","9.678,57","9.679,01","9.682,64","9.674,17","","0,02%"
"23/12/2021","9.676,17","9.610,43","9.700,92","9.610,26","","0,71%"
"22/12/2021","9.608,02","9.520,19","9.614,01","9.513,33","","1,00%"
"21/12/2021","9.513,05","9.353,90","9.519,82","9.353,87","","1,67%"
"20/12/2021","9.356,36","9.463,13","9.464,27","9.304,14","","-1,25%"
"17/12/2021","9.474,75","9.560,16","9.560,60","9.431,78","","-0,87%"
"16/12/2021","9.557,64","9.589,28","9.661,84","9.533,22","","-0,24%"
"15/12/2021","9.580,81","9.466,28","9.591,60","9.434,41","","1,18%"
"14/12/2021","9.468,91","9.541,14","9.547,29","9.428,62","","-0,75%"
"13/12/2021","9.540,34","9.625,58","9.627,52","9.539,70","","-0,82%"
"10/12/2021","9.619,39","9.573,02","9.626,27","9.555,85","","0,50%"
"09/12/2021","9.571,76","9.645,77","9.646,49","9.571,76","","-0,74%"
"08/12/2021","9.643,24","9.614,36","9.653,50","9.603,39","","0,39%"
"07/12/2021","9.606,19","9.407,34","9.618,56","9.407,25","","2,15%"
"06/12/2021","9.404,38","9.315,26","9.435,20","9.306,15","","1,00%"
"03/12/2021","9.311,13","9.383,23","9.441,78","9.254,15","","-0,79%"
"02/12/2021","9.385,48","9.308,94","9.409,51","9.277,58","","0,76%"
"01/12/2021","9.314,53","9.370,94","9.530,67","9.304,76","","-0,44%"
"30/11/2021","9.355,82","9.528,62","9.533,55","9.355,82","","-1,70%"
"29/11/2021","9.517,60","9.441,92","9.545,01","9.426,28","","0,76%"
"26/11/2021","9.445,56","9.656,84","9.658,25","9.430,65","","-2,20%"
"25/11/2021","9.657,92","9.648,96","9.661,96","9.648,48","","0,14%"
"24/11/2021","9.644,51","9.638,09","9.648,58","9.568,86","","0,04%"
"23/11/2021","9.640,55","9.651,23","9.668,20","9.582,33","","-0,14%"
"22/11/2021","9.654,31","9.702,98","9.753,63","9.650,03","","-0,56%"
"19/11/2021","9.708,98","9.732,28","9.740,65","9.700,70","","-0,20%"
"18/11/2021","9.728,35","9.715,25","9.740,33","9.682,04","","0,17%"
"17/11/2021","9.711,52","9.737,80","9.738,46","9.708,59","","-0,27%"
"16/11/2021","9.737,73","9.737,82","9.737,82","9.737,73","","0,11%"
"15/11/2021","9.726,68","9.719,55","9.746,77","9.709,62","","0,09%"
"12/11/2021","9.718,14","9.647,97","9.727,02","9.647,77","","0,69%"
"11/11/2021","9.651,68","9.640,87","9.673,53","9.634,48","","0,02%"
"10/11/2021","9.649,89","9.730,42","9.732,12","9.620,37","","-0,80%"
"09/11/2021","9.727,91","9.757,16","9.769,08","9.706,33","","-0,29%"
"08/11/2021","9.756,66","9.757,16","9.757,23","9.756,29","","0,17%"
"05/11/2021","9.740,51","9.718,99","9.772,60","9.709,60","","0,24%"
"04/11/2021","9.716,80","9.689,03","9.724,44","9.684,75","","0,39%"
"03/11/2021","9.678,99","9.628,49","9.689,54","9.612,64","","0,52%"
"02/11/2021","9.628,70","9.613,90","9.637,06","9.603,93","","0,16%"
"01/11/2021","9.613,14","9.562,94","9.615,24","9.561,96","","0,50%"
"29/10/2021","9.565,43","9.578,57","9.578,78","9.518,78","","-0,14%"
"28/10/2021","9.578,58","9.496,07","9.579,34","9.485,87","","0,87%"
"27/10/2021","9.495,63","9.541,46","9.556,24","9.495,48","","-0,48%"
"26/10/2021","9.541,86","9.517,41","9.581,87","9.517,29","","0,24%"
"25/10/2021","9.519,08","9.491,42","9.528,88","9.472,25","","0,28%"
"22/10/2021","9.492,61","9.490,23","9.522,73","9.459,49","","-0,04%"
"21/10/2021","9.496,03","9.482,42","9.496,03","9.460,03","","0,15%"
"20/10/2021","9.481,67","9.448,22","9.488,42","9.442,40","","0,37%"
"19/10/2021","9.446,97","9.380,38","9.447,18","9.380,08","","0,71%"
"18/10/2021","9.380,08","9.363,53","9.382,69","9.315,04","","0,15%"
"15/10/2021","9.366,10","9.291,50","9.368,82","9.290,49","","0,81%"
"14/10/2021","9.291,14","9.158,27","9.294,25","9.158,27","","1,51%"
"13/10/2021","9.153,30","9.105,05","9.166,70","9.095,37","","0,47%"
"12/10/2021","9.110,13","9.125,05","9.141,25","9.096,21","","-0,23%"
"11/10/2021","9.130,75","9.163,97","9.209,42","9.124,71","","-0,40%"
"08/10/2021","9.167,42","9.179,98","9.203,90","9.157,79","","-0,09%"
"07/10/2021","9.175,77","9.084,31","9.219,97","9.084,31","","1,03%"
"06/10/2021","9.082,40","9.084,31","9.092,16","8.968,32","","-0,01%"
"05/10/2021","9.083,11","9.010,52","9.116,91","8.990,24","","0,78%"
"04/10/2021","9.012,47","9.105,77","9.113,99","8.979,55","","-0,98%"
"01/10/2021","9.101,63","9.046,60","9.128,16","8.997,85","","0,54%"
"30/09/2021","9.052,68","9.115,83","9.158,68","9.052,68","","-0,72%"
"29/09/2021","9.118,70","9.126,52","9.166,14","9.108,65","","-0,08%"
"28/09/2021","9.125,77","9.314,14","9.314,31","9.117,68","","-2,02%"
"27/09/2021","9.314,27","9.342,22","9.353,21","9.299,58","","-0,25%"
"24/09/2021","9.338,07","9.347,24","9.356,92","9.308,29","","-0,09%"
"23/09/2021","9.346,65","9.241,31","9.369,53","9.240,98","","1,05%"
"22/09/2021","9.249,91","9.174,04","9.285,49","9.168,16","","0,81%"
"21/09/2021","9.175,65","9.161,73","9.239,77","9.151,36","","0,11%"
"20/09/2021","9.165,55","9.314,40","9.314,40","9.088,56","","-1,63%"
"17/09/2021","9.317,02","9.396,57","9.413,28","9.307,43","","-0,83%"
"16/09/2021","9.395,10","9.412,61","9.415,40","9.352,54","","-0,16%"
"15/09/2021","9.410,31","9.366,36","9.419,14","9.350,40","","0,38%"
"14/09/2021","9.375,14","9.405,09","9.443,73","9.361,16","","-0,31%"
"13/09/2021","9.404,18","9.385,03","9.445,53","9.369,16","","0,13%"
"10/09/2021","9.392,01","9.435,45","9.490,51","9.385,80","","-0,44%"
"09/09/2021","9.433,82","9.465,22","9.490,83","9.433,82","","-0,34%"
"08/09/2021","9.466,22","9.498,51","9.506,43","9.434,85","","-0,38%"
"07/09/2021","9.502,02","9.540,14","9.547,50","9.492,94","","-0,33%"
"06/09/2021","9.533,92","9.519,49","9.537,55","9.518,51","","0,18%"
"03/09/2021","9.516,37","9.510,60","9.525,83","9.489,20","","0,08%"
"02/09/2021","9.508,61","9.474,10","9.517,28","9.470,52","","0,34%"
"01/09/2021","9.476,28","9.446,64","9.503,15","9.444,39","","0,33%"
"31/08/2021","9.444,84","9.456,67","9.474,36","9.439,34","","-0,16%"
"30/08/2021","9.460,14","9.429,03","9.472,74","9.426,93","","0,42%"
"27/08/2021","9.420,61","9.345,69","9.430,16","9.341,04","","0,75%"
"26/08/2021","9.350,11","9.402,35","9.402,74","9.346,83","","-0,49%"
"25/08/2021","9.396,28","9.383,00","9.408,02","9.377,47","","0,12%"
"24/08/2021","9.384,56","9.360,66","9.392,25","9.360,58","","0,31%"
"23/08/2021","9.356,02","9.266,24","9.371,13","9.266,24","","1,06%"
"20/08/2021","9.257,76","9.203,26","9.264,85","9.188,91","","0,55%"
"19/08/2021","9.207,03","9.243,33","9.243,97","9.160,04","","-0,46%"
"18/08/2021","9.249,89","9.313,79","9.325,26","9.246,99","","-0,70%"
"17/08/2021","9.315,49","9.379,88","9.381,15","9.269,75","","-0,69%"
"16/08/2021","9.380,48","9.388,22","9.388,77","9.313,85","","-0,10%"
"13/08/2021","9.389,47","9.361,44","9.392,70","9.359,67","","0,31%"
"12/08/2021","9.360,73","9.342,46","9.361,36","9.322,87","","0,22%"
"11/08/2021","9.339,83","9.310,63","9.346,84","9.310,40","","0,34%"
"10/08/2021","9.308,21","9.301,01","9.325,47","9.299,38","","0,08%"
"09/08/2021","9.300,87","9.302,27","9.311,39","9.289,27","","-0,03%"
"06/08/2021","9.303,54","9.312,63","9.322,60","9.293,81","","-0,13%"
"05/08/2021","9.315,48","9.263,48","9.315,48","9.263,48","","0,54%"
"04/08/2021","9.265,44","9.288,12","9.298,51","9.258,54","","-0,21%"
"03/08/2021","9.285,38","9.233,64","9.287,78","9.210,40","","0,50%"
"02/08/2021","9.239,12","9.220,97","9.281,61","9.220,34","","0,26%"
"30/07/2021","9.215,48","9.276,66","9.277,28","9.206,06","","-0,66%"
"29/07/2021","9.276,75","9.228,24","9.294,02","9.227,68","","0,67%"
"28/07/2021","9.215,07","9.207,76","9.243,37","9.192,97","","0,02%"
"27/07/2021","9.213,16","9.250,33","9.253,91","9.170,16","","-0,37%"
"26/07/2021","9.247,77","9.231,46","9.247,77","9.220,08","","0,26%"
"23/07/2021","9.223,57","9.143,98","9.230,44","9.139,09","","0,85%"
"22/07/2021","9.145,70","9.119,31","9.147,89","9.115,56","","0,33%"
"21/07/2021","9.115,66","9.033,80","9.120,57","9.029,04","","1,03%"
"20/07/2021","9.023,02","8.923,90","9.048,18","8.915,50","","1,02%"
"19/07/2021","8.931,91","9.072,33","9.072,85","8.893,10","","-1,62%"
"16/07/2021","9.079,03","9.130,20","9.151,65","9.070,26","","-0,62%"
"15/07/2021","9.135,66","9.181,30","9.181,96","9.102,14","","-0,49%"
"14/07/2021","9.180,73","9.170,17","9.217,49","9.166,14","","-0,02%"
"13/07/2021","9.182,27","9.211,00","9.216,80","9.170,87","","-0,29%"
"12/07/2021","9.209,25","9.171,57","9.209,25","9.171,57","","0,50%"
"09/07/2021","9.163,78","9.063,98","9.170,20","9.050,78","","1,02%"
"08/07/2021","9.071,03","9.152,80","9.153,62","9.016,10","","-0,89%"
"07/07/2021","9.152,08","9.123,81","9.163,18","9.104,41","","0,23%"
"06/07/2021","9.130,94","9.155,40","9.162,84","9.082,36","","-0,23%"
"05/07/2021","9.152,32","9.145,40","9.154,20","9.138,84","","0,13%"
"02/07/2021","9.140,89","9.083,88","9.152,74","9.083,69","","0,60%"
"01/07/2021","9.086,64","9.053,62","9.086,64","9.045,22","","0,37%"
"30/06/2021","9.053,33","9.076,08","9.078,67","9.042,83","","-0,23%"
"29/06/2021","9.074,55","9.072,39","9.088,70","9.065,99","","-0,01%"
"28/06/2021","9.075,35","9.073,75","9.079,31","9.052,54","","0,01%"
"25/06/2021","9.074,54","9.045,53","9.078,41","9.044,63","","0,39%"
"24/06/2021","9.039,66","8.987,82","9.052,18","8.984,96","","0,52%"
"23/06/2021","8.992,60","9.009,00","9.025,93","8.987,26","","-0,10%"
"22/06/2021","9.001,91","8.949,19","9.025,70","8.948,66","","0,64%"
"21/06/2021","8.944,80","8.857,35","8.948,75","8.828,72","","0,95%"
"18/06/2021","8.860,68","8.981,13","8.983,21","8.860,68","","-1,41%"
"17/06/2021","8.987,43","8.993,79","8.998,93","8.939,24","","-0,39%"
"16/06/2021","9.023,06","9.048,50","9.060,41","8.967,13","","-0,29%"
"15/06/2021","9.049,35","9.056,89","9.074,58","9.037,83","","-0,08%"
"14/06/2021","9.056,82","9.037,78","9.056,82","9.026,19","","0,25%"
"11/06/2021","9.034,18","9.022,07","9.036,30","9.009,34","","0,17%"
"10/06/2021","9.018,42","8.982,23","9.033,92","8.977,56","","0,36%"
"09/06/2021","8.985,66","8.997,51","9.016,73","8.983,22","","-0,17%"
"08/06/2021","9.001,01","8.998,44","9.018,05","8.971,41","","0,03%"
"07/06/2021","8.998,30","8.990,93","9.001,98","8.977,54","","0,12%"
"04/06/2021","8.987,27","8.909,81","8.993,23","8.905,51","","0,82%"
"03/06/2021","8.913,74","8.953,11","8.963,14","8.874,29","","-0,43%"
"02/06/2021","8.951,93","8.935,12","8.965,72","8.931,85","","0,14%"
"01/06/2021","8.939,30","8.924,17","8.987,35","8.918,83","","0,21%"
"31/05/2021","8.920,35","8.930,72","8.933,30","8.918,96","","-0,12%"
"28/05/2021","8.931,09","8.909,71","8.956,32","8.909,71","","0,30%"
"27/05/2021","8.904,35","8.894,29","8.926,28","8.888,37","","0,04%"
"26/05/2021","8.900,37","8.887,39","8.907,43","8.881,10","","0,14%"
"25/05/2021","8.888,26","8.891,99","8.929,83","8.882,37","","-0,02%"
"24/05/2021","8.890,47","8.817,73","8.907,72","8.817,34","","0,81%"
"21/05/2021","8.819,47","8.819,84","8.870,64","8.810,09","","0,03%"
"20/05/2021","8.816,46","8.707,40","8.838,18","8.707,29","","1,09%"
"19/05/2021","8.721,25","8.767,29","8.768,49","8.628,25","","-0,60%"
"18/05/2021","8.773,73","8.793,51","8.831,79","8.773,21","","-0,18%"
"17/05/2021","8.789,32","8.808,76","8.811,28","8.759,77","","-0,15%"
"14/05/2021","8.802,26","8.668,89","8.816,97","8.668,89","","1,60%"
"13/05/2021","8.663,61","8.608,52","8.692,55","8.566,41","","0,57%"
"12/05/2021","8.614,61","8.765,08","8.767,32","8.602,39","","-1,75%"
"11/05/2021","8.768,32","8.859,68","8.859,82","8.697,82","","-1,12%"
"10/05/2021","8.867,72","8.927,16","8.939,27","8.864,49","","-0,59%"
"07/05/2021","8.919,99","8.839,54","8.933,38","8.838,01","","0,95%"
"06/05/2021","8.836,44","8.780,65","8.838,62","8.750,47","","0,68%"
"05/05/2021","8.777,03","8.743,44","8.806,97","8.741,15","","0,36%"
"04/05/2021","8.745,51","8.820,38","8.822,24","8.687,56","","-0,88%"
"03/05/2021","8.823,50","8.792,03","8.848,93","8.785,78","","0,34%"
"30/04/2021","8.793,68","8.868,58","8.869,45","8.780,88","","-0,82%"
"29/04/2021","8.866,10","8.842,75","8.894,19","8.818,14","","0,40%"
"28/04/2021","8.831,06","8.828,99","8.866,68","8.825,31","","0,00%"
"27/04/2021","8.830,90","8.840,86","8.840,86","8.814,02","","-0,14%"
"26/04/2021","8.842,88","8.821,95","8.852,33","8.819,86","","0,34%"
"23/04/2021","8.812,73","8.741,36","8.841,08","8.738,61","","0,76%"
"22/04/2021","8.746,12","8.779,79","8.808,76","8.726,19","","-0,30%"
"21/04/2021","8.772,51","8.709,32","8.774,49","8.688,38","","0,59%"
"20/04/2021","8.720,89","8.800,71","8.802,56","8.693,31","","-0,95%"
"19/04/2021","8.804,80","8.829,60","8.849,75","8.786,16","","-0,30%"
"16/04/2021","8.831,22","8.797,18","8.839,20","8.789,05","","0,40%"
"15/04/2021","8.796,23","8.714,70","8.800,26","8.713,08","","0,97%"
"14/04/2021","8.711,42","8.730,81","8.755,96","8.708,20","","-0,15%"
"13/04/2021","8.724,79","8.693,69","8.738,68","8.687,63","","0,38%"
"12/04/2021","8.691,87","8.702,43","8.702,84","8.671,32","","-0,10%"
"09/04/2021","8.700,30","8.661,03","8.701,60","8.649,74","","0,51%"
"08/04/2021","8.656,56","8.604,61","8.660,43","8.601,93","","0,52%"
"07/04/2021","8.612,04","8.601,58","8.621,81","8.591,21","","0,17%"
"06/04/2021","8.597,21","8.591,06","8.616,72","8.575,54","","0,12%"
"05/04/2021","8.586,85","8.497,24","8.594,22","8.494,74","","1,10%"
"02/04/2021","8.493,37","8.495,91","8.500,18","8.493,37","","0,06%"
"01/04/2021","8.488,29","8.401,99","8.491,74","8.395,02","","1,02%"
"31/03/2021","8.402,62","8.382,16","8.432,97","8.370,11","","0,24%"
"30/03/2021","8.382,34","8.397,48","8.402,79","8.354,80","","-0,17%"
"29/03/2021","8.396,31","8.405,14","8.413,78","8.356,22","","-0,12%"
"26/03/2021","8.406,00","8.287,73","8.409,77","8.287,24","","1,44%"
"25/03/2021","8.286,71","8.258,07","8.301,00","8.196,44","","0,30%"
"24/03/2021","8.262,24","8.317,61","8.342,85","8.259,08","","-0,74%"
"23/03/2021","8.323,87","8.387,85","8.394,36","8.306,31","","-0,77%"
"22/03/2021","8.388,46","8.344,01","8.410,48","8.327,08","","0,48%"
"19/03/2021","8.348,08","8.362,47","8.372,05","8.293,74","","-0,21%"
"18/03/2021","8.365,99","8.457,54","8.466,12","8.356,48","","-0,85%"
"17/03/2021","8.437,82","8.429,89","8.469,18","8.375,50","","0,11%"
"16/03/2021","8.428,46","8.425,02","8.460,52","8.413,85","","0,07%"
"15/03/2021","8.422,79","8.380,23","8.427,68","8.349,47","","0,52%"
"12/03/2021","8.378,89","8.380,89","8.384,96","8.325,43","","0,05%"
"11/03/2021","8.374,51","8.288,19","8.406,47","8.282,67","","1,12%"
"10/03/2021","8.282,09","8.244,81","8.315,31","8.231,63","","0,49%"
"09/03/2021","8.241,44","8.125,68","8.284,64","8.119,65","","1,45%"
"08/03/2021","8.123,86","8.145,01","8.218,12","8.120,86","","-0,22%"
"05/03/2021","8.141,46","8.057,16","8.157,86","7.967,38","","0,82%"
"04/03/2021","8.075,36","8.173,48","8.187,88","7.992,57","","-1,24%"
"03/03/2021","8.177,01","8.260,78","8.279,60","8.173,00","","-0,95%"
"02/03/2021","8.255,84","8.300,78","8.315,61","8.255,84","","-0,55%"
"01/03/2021","8.301,85","8.134,98","8.317,31","8.134,29","","2,09%"
"26/02/2021","8.132,05","8.218,48","8.218,48","8.090,29","","-1,20%"
"25/02/2021","8.230,91","8.363,01","8.390,45","8.196,36","","-1,48%"
"24/02/2021","8.354,97","8.312,93","8.367,55","8.249,10","","0,48%"
"23/02/2021","8.315,44","8.314,53","8.333,29","8.177,83","","0,04%"
"22/02/2021","8.311,92","8.367,43","8.379,82","8.311,92","","-0,65%"
"19/02/2021","8.366,29","8.360,17","8.402,93","8.347,77","","0,13%"
"18/02/2021","8.355,46","8.396,05","8.399,31","8.308,17","","-0,45%"
"17/02/2021","8.393,43","8.424,45","8.424,45","8.347,04","","-0,42%"
"16/02/2021","8.429,16","8.432,95","8.459,69","8.410,59","","-0,04%"
"15/02/2021","8.432,72","8.402,26","8.435,79","8.402,26","","0,38%"
"12/02/2021","8.400,39","8.364,31","8.403,66","8.343,47","","0,42%"
"11/02/2021","8.365,28","8.343,54","8.379,10","8.325,18","","0,24%"
"10/02/2021","8.345,05","8.342,10","8.387,02","8.298,85","","0,08%"
"09/02/2021","8.338,60","8.330,14","8.351,73","8.318,75","","0,10%"
"08/02/2021","8.330,05","8.266,58","8.330,58","8.266,47","","0,81%"
"05/02/2021","8.263,10","8.214,32","8.274,33","8.214,25","","0,58%"
"04/02/2021","8.215,58","8.158,38","8.215,58","8.146,00","","0,73%"
"03/02/2021","8.156,07","8.146,91","8.182,22","8.134,11","","0,22%"
"02/02/2021","8.138,25","8.035,46","8.160,23","8.035,46","","1,26%"
"01/02/2021","8.036,70","7.921,25","8.050,44","7.921,25","","1,36%"
"29/01/2021","7.928,87","8.075,24","8.076,99","7.893,81","","-1,80%"
"28/01/2021","8.074,05","8.024,85","8.137,07","7.974,77","","0,61%"
"27/01/2021","8.025,45","8.206,30","8.208,33","7.998,55","","-2,17%"
"26/01/2021","8.203,23","8.213,07","8.245,27","8.198,77","","-0,10%"
"25/01/2021","8.211,41","8.206,79","8.228,43","8.120,01","","0,05%"
"22/01/2021","8.207,68","8.239,21","8.239,74","8.187,90","","-0,36%"
"21/01/2021","8.237,13","8.226,38","8.252,96","8.222,58","","0,15%"
"20/01/2021","8.224,67","8.138,92","8.235,63","8.136,28","","1,06%"
"19/01/2021","8.138,26","8.081,79","8.148,77","8.081,62","","0,70%"
"18/01/2021","8.081,52","8.075,97","8.082,83","8.070,94","","-0,05%"
